28,"M/S.K V M EXPORTS (P) LTD 61, Venkatesa Street, ","Chintadripet, 
Chennai-600 002, Tamil Nadu",,kvmarine@hotmail.com,,"TN1/ME/098/05 16/03/2005 
14/03/2026",Frozen,"Frozen:Shrimp Wild(Head-on Sea White 
Shrimps (Block & IQF) E,Head-on Flower Shrimps (Block & IQF) E,Head-on Sea Tiger Shrimps (Block & IQF) E,Head-Less Sea White Shrimps (Block & IQF),Head-Less Sea Tiger Shrimps (Block & IQF),Head-Less Flower Shrimps (Block & IQF),Head-Less Bamboo Shrimps (Block & IQF),Head-Less Pink Shrimps (Block & IQF),Head-Less 
Brown Shrimps (Block & IQF),Head-Less Poovalan Shrimps (Block & IQF),Head-Less Deep Sea Shrimps (Block & IQF),Head-Less Red Ring Shrimps (Block & IQF),PUD 
White Shirimps (Block & IQF),PUD Flower Shirimps (Block & IQF),PUD Pink Shirimps (Block & IQF),PUD Sea Tiger Shirimps 
(Block & IQF),PUD Poovalan Shirimps 
(Block & IQF),PUD Karikkadi Shirimps 
(Block & IQF),PUD Red Ring Shirimps 
(Block),PUD Deep Sea Shrimps (Block),PD White Shrimps (Block & IQF),PD Flower Shrimps (Block & IQF),PD Sea Tiger 
Shrimps (Block & IQF),PD Pink Shrimps (Block & IQF),PD Brown Shrimps (Block & IQF),PD Shrimps (General) Block,PUD 
Shrimps (General) Block,PD Shrimps Broken (General) Block,PUD Shrimps Broken 
(General) Block) 
Frozen:Shrimp Aquaculture(Head-on 
Vannamei Shrimps (IQF & Block),Head-on Black Tiger Shrimps (IQF & Block),Head-Less Vannamei Shrimps (IQF & 
Block),Head-Less Black Tiger Shrimps (IQF & Block),PUD Vannamei Shrimps 
(Block),PUD Black Tiger Shrimps 
(Block),PD Vannamei Shrimps (IQF & 
Block),PD Black Tiger Shrimps (IQF & 
Block)) 
Frozen:Cuttlefish(Cuttlefish Whole Cleaned (IQF & Block),Cuttlefish Whole Round (IQF & Block),Baby Cuttlefish (IQF & Block)) Frozen:Squid(Squid Whole Cleaned (IQF & Block),Squid Whole Round (IQF & 
Block),Squid Tube (IQF & Block),Squid 
Fillet (IQF & Block),Squid Tentacles (IQF & Block),Thondi Squid Whole Round (IQF & Block),Thondi Squid Whole Cleaned (IQF & Block),Needle Squid,Semi Needle Squid)"
29,"M/S.N N K MARINE EXPORTS, NO.12/29 VP COLONY,NORTH STREET ","AYANAVARAM 
Chennai/600023, Tamil Nadu",26740067,info@nnkmarine.com,,"TN1/ME/152/06 29/03/2006 
12/03/2024","Frozen 
Chilled","Frozen:Shrimp Wild(FROZEN RAW 
HEALDELSS SHELLON WHITE 
SHRIMPS) 
Frozen:Shrimp Aquaculture(FROZEN RAW HEADLESS SHELLON VANNAMEI 
SHRIMPS BLOCK,FROZEN RAW 
HEADON SHELLON VANNAMEI 
SHRIMPS,BLACK TIGER) 
Chilled:Fish Wild(CHILLED 
REEFCOD,CHILLED SEER 
FISH,CHILLED POMFRET,CHILLED RED SNAPPER,CHILLED GROUPER,CHILLED ANCHOVY,CHILLED 
MACKEREL,CHILLED SARDINE) 
Chilled:Fish Aquaculture(CHILLED 
ROHU,CHILLED SEA BREAM,CHILLED SEA BASS,CHILLED KATLA) 
Chilled:Cuttlefish(CHILLED CUTTLEFISH) Chilled:Squid(CHILLED SQUID) 
Chilled:Lobster(CHILLED LOBSTER)"
30,MARK SRI EXPORTS ,"NO:1/298, PERIYAR ROAD 4th CROSS STREET, ",7010176727,marksriexports@gmail.com,,TN1/ME/619/22,Live other than ornamental fish,
31,MNM SEA FOODS ,"OLD NO.11/1, NEW NO.25, 
VENKATESA GRAMANI 
STREET, CHINTADRIPET, 
CHENNAI/600002, Tamil Nadu",9444050077,mnmseafoods@gmail.com,,"TN1/ME/474/17 09/02/2017 
07/02/2023",Live other than ornamental fish,Live other than ornamental fish:Crab(Crab(Mud Crab))
32,MSA SEA FOODS ,"61/30, ROYES TOWER, KASI GARDEN 
2ND STREET, KASIMEDU, ROYAPURAM 
CHENNAI/600013, Tamil Nadu",8072269431,msaseafood123@gmail.com,www.peterpaulseafood.com,"TN1/ME/616/22 23/02/2022 
22/02/2025",Frozen,
33,NATURAL SEAFOOD NETWORK NO 12/14 PADAVETTAMMAN ,"KOIL STREET 
CHINTADRIPET 
CHENNAI/600002, Tamil Nadu",9940335458,naturalseanetcen@gmail.com,NA,"TN1/ME/503/17 09/11/2017 
08/11/2023",Live other than ornamental fish,"Live other than ornamental fish:Crab(live mud crab, live baigai)"
34,NNK MARINE EXPORTS PVT LTD GROUND FLOOR NO.12/29 VP ,"COLONY 
NORTH STREET AYANAVARAM CHENNAI/600023, Tamil Nadu",4426740067,info@nnkmarine.com,www.nnkmarine.com,"TN1/ME/524/18 19/03/2018 
18/03/2024","Frozen 
Chilled","Frozen:Shrimp Wild(CHILLED 
SEAWHITE,CHILLED SEA BLACK 
TIGER) 
Frozen:Shrimp Aquaculture(FROZEN RAW HEADLESS SHELLON VANNAMEI 
SHRIMPS BLOCK,FROZEN RAW 
HEADON SHELLON VANNAMEI 
SHRIMPS) 
Chilled:Fish Wild(CHILLED 
REEFCOD,CHILLED SEER 
FISH,CHILLED POMFRET,CHILLED RED SNAPPER,CHILLED GROUPER,CHILLED ANCHOVY,CHILLED MACKEREL) 
Chilled:Fish Aquaculture(CHILLED SEA BASS,CHILLED SEA BREAM,CHILLED ROHU,CHILLED KATLA) 
Chilled:Shrimp Aquaculture(CHILLED 
PRAWNS)"
35,OCEAN PEARL EXPORTS ,"PRIVATE LIMITED 
Shop No.5, Ground Floor, Alsa 
Tower, 
No.186/187, Poonamalle High Road, Kilpauk, Chennai/600010, Tamil 
Nadu",4426650991,oceanpearlexports16@gmail.com,-,"TN1/ME/526/18 28/03/2018 
27/03/2024",Chilled,
36,"PEKAYES SEAFOOD EXPORTS NEW No.214, OLD No.104/2, ","G.A. ROAD, 
OLD WASHERMANPET/600021, Tamil Nadu",4425975350,pekayesseafood@gmail.com,,"TN1/ME/560/19 28/05/2019 
27/05/2025","Frozen 
Chilled","Frozen:Cuttlefish(CUTTLE FISH WHOLE CLEANED,CUTTLE FISH WHOLE,BABY CUTTLEFISH WHOLE,CUTTLE FISH ROE) 
Frozen:Octopus(OCTOPUS WHOLE 
CLEANED,OCTOPUS WHOLE) 
Frozen:Lobster(SAND LOBSTER WHOLE)"
37,PONDICHERRY EXPORTS ,"No.56 
Eswaran Koil Street 
Puducherry/605001, Puducherry",4132225358,pondicherryexports@gmail.com,,"TN1/ME/547/18 06/12/2018 
05/12/2024",Others-Non Edible,
38,R.S.E.SEA FOODS ,"NO:21/43, KALAVAI STREET CHINTADRIPET 
CHENNAI/600002, Tamil Nadu",7200767702,rseseafoods7200@gmail.com,na,"TN1/ME/448/16 13/06/2016 
12/06/2025",Live other than ornamental fish,Live other than ornamental fish:Crab(live mud crab)
39,S & S TRADING COMPANY ,"GROUND FLOOR, 45 GIRIAPPA ROAD, 
T.NAGAR, 
CHENNAI/600017, Tamil Nadu",9840999149,sstradingbaskar@gmail.com,,"TN1/ME/612/21 30/12/2021 
29/12/2024",Frozen,
40,SHARAN PRIYA SEA FOODS ,"NEW NO.35, OLD NO.15, 
VENKATESA GRAMANI STREET, CHINTADRIPET-600002, Tamil 
Nadu",4428454678,priyamoorthy14@gmail.com,,"TN1/ME/562/19 26/06/2019 
25/06/2025",Live other than ornamental fish,Live other than ornamental fish:Crab(Live Mud Crab)
41,SK SEA SCAPE PVT LTD ,"B1-Green Centaur Apartments, 7A/4, Cenotaph Road, Ist Street, Alwarpet,Chennai-600 018, Tamil Nadu",9790067867,vatsk@yahoo.com,,"TN1/ME/609/21 15/11/2021 
14/11/2024",Dried,
42,"SKY MOON SEA FOODS No:20/77, Venkatesan Street Chintadripet ","600002, Tamil Nadu",9444144711,satheeshck67@gmail.com,,"TN1/ME/543/18 29/10/2018 
28/10/2024",Live other than ornamental fish,Live other than ornamental fish:Crab(Crab(Mud Crab))
44,SRI SRI BALAJI SEA FOOD 164/18 ,"SWAMI NAICKEN STREET CHINTADRIPET/600002, Tamil Nadu",8939436999,srisribalajiseafood@gmail.com,,"TN1/ME/569/19 27/09/2019 
26/09/2025",Live other than ornamental fish,Live other than ornamental fish:Crab(live mud crab)
45,STPL IMPEX ,"New No.36, Nainiappa Street, Chintadripet, 
Chennai-600 002, Tamil Nadu",9444004737,stplimpex@gmail.com,,"TN1/ME/626/22 22/06/2022 
21/06/2025",Live other than ornamental fish,
46,SULU EXPORTS ,"NO 16,DHARMARAJA KOIL STREET 
CHINTADRIPET,CHENNAI 600002, Tamil Nadu",4428454014,info@suluexports.com,,"TN1/ME/598/21 29/03/2021 
28/03/2024",Live other than ornamental fish Chilled,
47,SVM SEA FOODS ,"08 BAZAAR STREET 
CHINTADRIPET 
Chennai-600002, Tamil Nadu",9043015932,svmseafoods2020@gmail.com,,"TN1/ME/596/21 17/02/2021 
16/02/2024",Live other than ornamental fish,
48,SWASTH SEAFOODS ,"42, MOTHILAL STREET, 
T NAGAR 
CHENNAI/600017, Tamil Nadu",9894672723,s_kandaswamy@hotmail.com,,"TN1/ME/627/22 28/06/2022 
27/06/2025",Chilled,
49,THIRUPATHI THIRUMALA ,"ENTERPRISES 
NO: 1/19 
KVM STREET, CHINTADRIPET CHENNAI/600002, Tamil Nadu",9840130650,thamaraimourthi121275@gmail.com,NA,"TN1/ME/459/16 21/07/2016 
20/07/2025",Live other than ornamental fish,Live other than ornamental fish:Crab(mud crab)
50,V.R.S.SEA FOODS ,"OLD NO.14/1 NEW NO.48 
PARTHASARATHI STREET PULYANTHOPE/600012, Tamil Nadu",4422323139,vrsseafoods.2017@gmail.com,NIL,"TN1/ME/490/17 24/07/2017 
23/07/2023",Live other than ornamental fish,Live other than ornamental fish:Crab(MUD CRAB)
51,"VENKATESWARA SEA FOODS 15/6, SINGANA CHETTY STREET CHINTADRIPET ","/600002, Tamil Nadu",9789056558,VENKATESHWARASEAFOODS5@GMAIL.COM,,"TN1/ME/559/19 27/05/2019 
25/05/2025",Live other than ornamental fish,Live other than ornamental fish:Crab(MUD CRAB)
52,VINNER MARINE ,"NO.9/5, FLAT NO.S-1 
IIND FLOOR, SEETHA NAGAR 1ST STREET 
NUNGAMBAKKAM, Chennai-600034, Tamil Nadu",4442182576,vinnermarine2019@gmail.com,,"TN1/ME/582/20 17/06/2020 
16/06/2023",Frozen,"Frozen:Shrimp Aquaculture(Frozen Headless Shellon Vannamei IQF Shrimp,Frozen 
Headless Shellon Vannamei Block 
Shrimp,Frozen Raw Peeled & Deveined Tail on Vannamei IQF,Frozen Raw Peeled & 
Deveined Tail off Vannamei IQF,Frozen 
Headless Shellon Easy Peel Vannamei IQF)"
53,VTH EXPORTS ,"E1/82-1, 15TH STREET, 
JAGANATHAN SALAI, 
PERIYAR NAGAR, 
CHENNAI/600082, Tamil Nadu",4448502078,sairagavebr@gmail.com,,"TN1/ME/537/18 19/09/2018 
18/09/2024",Live other than ornamental fish Chilled,"Live other than ornamental fish:Crab(LIVE MUD CRABS,CHILLED)"
54,YASH EXPORTS ,"NO.B2, RAJALAKSHMI COMPLEX 
NO.18,CHAMIERS ROAD.
NANDANAM,CHENNAI-600035, Tamil Nadu",9500146503,jothiyeshvi@gmail.com,,"TN1/ME/599/21 01/04/2021 
31/03/2024",Dried,Dried:Salted Jelly Fish(SALTED JELLYFISH LEG)
55,AGS MARINE EXPORTS ,"NO 47/86, VENKATASA STREET CHINTADARIPET 
CHENNAI/600002, Tamil Nadu",9444058235,agsmarineexport@gmail.com,,"TN1/MT/614/22 03/02/2022 
02/02/2025",Chilled,"Chilled:Fish Wild(Grouper:Tomato, Parrot Fish, Anchovy Fish,,Seer Fish,Pearl 
Spot,Emperor Fish,Sardine Fish, Red 
Snapper,,Mackerel,Silver Pomfret, White Pomfret,Black Pomfret,Coral trout, Sea white prawns,,Sea Tiger prawn,Sea Flower prawns) Chilled:Cuttlefish(Cuttlefish) 
Chilled:Squid(Squid)"
56,AQUAGENFOOD EXPORTS PVT LTD ,"NO: 20/50, KOYA ARUNAGIRI 1ST STREET 
ROYAPETTAH 
CHENNAI 600014/, Tamil Nadu",9445609259,AQUAGENFOODEXPORTS@GMAIL.COM,,"TN1/MT/617/22 14/03/2022 
13/03/2025",Live other than ornamental fish,
"
57","ARSHA SEAFOOD EXPORTS 4/364, Anna Road, ","ENJAMBAKKAM/600115, Tamil Nadu",4443855404,arshaseafoodexports@gmail.com,,"TN1/MT/499/17 20/09/2017 
19/09/2023",Frozen,"
Frozen:Shrimp Aquaculture(FROZEN HLSO VANNAMEI) 
Frozen:Cuttlefish(FROZEN WHOLE 
CLEANED CUTTLEFISH,FROZEN 
WHOLE CLEANED CUTTLEFISH 
IQF,FROZEN CLEANED CUTTLEFISH CUTS IQF,FROZEN CUTTLEFISH 
FILLETS IQF,FROZEN CUTTLEISH
TENTACLES IQF,FROZEN CHOPPED 
CUTTLEFISH -IQF,FROZEN 
CUTTLEFISH SKEWER IQF,FROZEN 
CUTTLEFISH ROE IQF,FROZEN 
CUTTLEFISH WINGS IQF,FROZEN 
WHOLE CLEANED CUTTLEFISH IQF -IWP,FROZEN WHOLE CLEANED 
CUTTLEFISHIQF-IWP SHRINK WRAP) Frozen:Squid(FROZEN CLEANED SQUID TUBES,FROZEN SQUID TUBES,FROZEN SQUID TENTACLES,FROZEN SQUID 
TUBES & TENTACLES,FROZEN SQUID WHOLE,FROZEN SQUID WHOLE 
IQF,FROZEN STUFFED SQUID 
IQF,FROZEN SQUID CUTS -IQF,FROZEN WHOLE CLEANED SQUIDS,FROZEN CLEANED SQUID CUTS - IQF,FROZEN WHOLE CLEANED SQUIDS (TRAY 
PACK)) 
Frozen:Octopus(FROZEN CLEANED 
OCTOPUS IQF,FROZEN BABY OCTOPUS BLOCK,FROZEN CLEANED OCTOPUS BLOCK) 
Frozen:Lobster(FROZEN SAND LOBSTER IQF-IWP)"
59,BING FENG EXPORTS ,"NO.1/1295-F, 3RD STREET, 
BETHEL NAGAR,INJAMBAKKAM CHENNAI-600 115, Tamil Nadu",,bingfengexports77@gmail.com,,"TN1/MT/388/14 03/12/2014 
02/12/2023",Live other than ornamental fish,Live other than ornamental fish:Crab(MUD CRAB)
60,"BISMI FISHERIES (P) LIMITED R.S.NO,738/1B, THODUVAI MAIN ROAD, ","THIRUMULLAIVASAL, SIRKALI TALUK 
/609113, Tamil Nadu",4364224967,bismiaqua@gmail.com,,"TN1/MT/449/16 13/06/2016 
12/06/2022",Others-Non Edible,"Others-Non Edible:Fish Meals (Non-Edible) (FISH MEAL, FISH OIL, FISH PASTE (non edible))"
61,BMR INDUSTRIES(P) LTD ,"S-10, TNHB COMPLEX, 
180, LUZ CHURCH ROAD 
MYLAPORE ,CHENNAI-600 004., Tamil Nadu",24352105,bmrexp@gmail.com,,"TN1/MT/382/14 28/10/2014 
27/10/2017",Frozen,
62,CHOICE TRADING ,"CORPORATION PRIVATE 
LIMITED 
No.302, AKSHAYA SHANTHI, 
THIRD FLOOR, 
NO.27/44, ANNA SALAI, MOUNT ROAD, 
TRIPLICANE, CHENNAI, TAMIL NADU 600002, Tamil Nadu",9585522561,admin@choicegroup.in,,"TN1/MT/422/15 14/09/2015 
18/05/2023",Frozen,"Frozen:Shrimp Aquaculture(FROZEN 
COOKED PEELED & DEVEINED T ON SHRIMP,FROZEN RAW EZPL DEVEINED T ON SHRIMP IQF,FROZEN COOKED SHRIMP RING WITH COCKTAIL SAUCE)"
63,CPF (INDIA) PRIVATE LTD ,"40, 2ND STREET, IST FLOOR, F2, SPARTAN NAGAR, 
MOGAPPAIR EAST, 
Chennai-600 037/600 037, Tamil Nadu",26419465,punith.apr03@gmail.com,www.mycpindia.com,"TN1/MT/273/11 08/04/2011 
05/04/2023","Frozen 
Dried",
64,EASTERN RED RUBY FOOD PVT LTD.,"3A, 4TH STREET, GANESH 
NAGAR, 
G.K INDUSTRIAL ESTATE, 
ALAPPAKKAM 
PORUR, CHENNAI/600116, Tamil Nadu",4424765140,INFO@IMFRFOOD.COM,WWW.IMFRFOOD.COM,"TN1/MT/446/16 23/05/2016 
22/05/2025",Dried,"Dried:Dried Fish(SEENI SAMBOL,ONION MALDIVE FRY,ONION SPRATS 
FRY,MALDIVE DRY FISH,SPRATS DRY FISH)"
65,GOSSAMER TRADING (INDIA) PRIVATE LIMITED ,"NO 66/226 ANGAPPAN NAICKAN ST 
MANNADY 
CHENNAI/600001, Tamil Nadu",8939120974,info.ggtipl@gmail.com,,"TN1/MT/606/21 11/10/2021 
10/10/2024",Others-Non Edible,"Others-Non Edible:Sea 
Shells(OPERCULLUM) 
Others-Non Edible:Polished Sea Shell(COWRIE)"
66,GROBEST FEEDS CORPORATION (I) PVT LTD ,"25/1A,1B GROBEST TOWER 
PERAMBUR REDHILLS HIGH 
ROAD KATHIRVEDU 
VINAYAGAPURAM 
Chennai/600099, Tamil Nadu",4425651813,grobestin@hotmail.com,,"TN1/MT/456/16 29/06/2016 
28/06/2025",Others-Non Edible,
68,H.K ENTERPRISES ,"5/738, VELU STREET, MBT ROAD BHARATHI NAGAR, RANIPET /632401, Tamil Nadu",9500084323,hamidleather@gmail.com,,"TN1/MT/640/22 09/12/2022 
08/12/2025","Dried 
Others-Edible",
69,HAKITA FEEDS PRIVATE ,"LIMITED 
DOOR NO.9/1, VIJAYALAKSHMI NAGAR 
KOLATHUR, 
CHENNAI/600099, Tamil Nadu",9840593169,hakita2008@gmail.com,,"TN1/MT/635/22 26/09/2022 
25/09/2025",Others-Non Edible,
