,"PADAPPAI VILLAGE/601301, Tamil Nadu",,,,
10,DUX GLOBAL SOLUTIONS ,Ph: 04424880136 ,TN1/ME/631/22 26/08/2022 ,Others-Non Edible,Others-Non Edible:Prawn Feed(PRAWN FEED)
,ZEAL HOUSE NO 5 M G ,email: DUXGLOBAL73@GMAIL.COM,25-08-2025,,
,CHAKRAPANI STREET ,,,,
,SATHYA GARDEN ,,,,
,"SALIGRAMAM/600093, Tamil Nadu",,,,
11,"EAST INDIA CORPORATION PLOT NO.8, 2ND FLOOR, SRI LAKSHMI NAGAR ",Ph: 9884578615 ,TN1/ME/602/21 21/06/2021 ,Chilled,
,"2ND CROSS STREET, ",email: sales@eastindiacorporations.com,20-06-2024,,
,KATHIRVEDU ,,,,
,"Chennai-600066, Tamil Nadu",,,,
,,Ph: 9791945468 ,TN1/ME/611/21    30/12/2021 29/12/2024,Chilled,
12,"Off FOUR SEASONS INDIA GROUP 29-B, Jayalakshmi Street Moolachathram Main Road, MMC Madhavaram, Chennai/600051, Tamil Nadu",email: fourseasonsindiag@gmail.com,,,"Chilled:Fish Wild(Silver Pomfret,Reef Cod Spotted Grouper,White Snapper,Red "
,,,,,"Snapper,Macreal,King Fish,Silver "
,,,,,"Croaker,Sardine) "
,,,,,Chilled:Fish 
,,,,,"Aquaculture(Rohu,Catla,Seabass,Roopchand) Chilled:Shrimp Wild(White,Tiger) "
,,,,,Chilled:Shrimp Aquaculture(Vannamei 
,,,,,Shrimps) 
,,,,,Chilled:Squid(Needle Squid)
13,GREAT WIN EXPORTS ,email: greatwinexports@gmail.com,TN1/ME/392/15 29/01/2015 ,Frozen,Frozen:Fish Wild(PUD shrimp) 
,"4/234 D, MGR SALAI, ",,28-01-2024,,Frozen:Shrimp Aquaculture(Vannamei Shrimp)
,"7TH STREET, PALAVAKKAM CHENNAI-600 041., Tamil Nadu",,,,
14,GREAT WIN EXPORTS PRIVATE LIMITED ,Ph: 9789901306 ,TN1/ME/610/21 24/11/2021 ,Frozen,Frozen:Fish Wild(PUD shrimp) 
,NO.4/234D ,email: greatwinexportspvtltd@gmail.co,23-11-2024,,Frozen:Shrimp Aquaculture(Vannamei Shrimp)
,"MGR SALAI 7TH STREET, ",,,,
,PALAVAKKAM CHENNAI ,,,,
,"/600041, Tamil Nadu",,,,
15,GREENONE IMPEX ,Ph: 04288290437 ,TN1/ME/615/22 07/02/2022 ,Chilled,"Chilled:Fish Wild(Pearlspot fish,Grouper fish,PARROT FISH,ROGHU "
,"51/7-4, Mani Complex, Sankagiri Road, ",email: info@greenoneimpex.com Web: www.greenoneimpex.com,06-02-2025,,"FISH,PROMPET FISH, CORAL TROUT FISH) "
,"Seetharampalayam Post, ",,,,"Chilled:Fish Aquaculture(PEARL SPOT FISH ,ROGHU FISH) "
,Thiruchengode ,,,,"Chilled:Shrimp Wild(VANAMIE SHRIPMS ,BLACK TIGER SHRIMPS,SEA FLOWER PRAWNS, SEA TIGER PRAWNS,) "
,"Namakkal/637209, Tamil Nadu",,,,"Chilled:Shrimp Aquaculture(VANAMIE SHRIPMS ,BLACK TIGER SHRIMPS)"
16,J.V.P MARINE PRODUCTS ,Ph: 9842658852 ,TN1/ME/549/19 24/01/2019 ,Frozen,
,EXPORTS PRIVATE LIMITED 80A/1 ,email: jvpmarineexports@gmail.com,23-01-2025,,
,PIDARI NORTH STREET ,,,,
,"SIRKALI/609110, Tamil Nadu",,,,
17,JANSI SEA FOOD ,Ph: 9840210946 ,TN1/ME/496/17 31/08/2017 ,Live other than ornamental fish,"Live other than ornamental fish:Lobster(Live Lobster , snail)"
,"NO.27, TONDIAR NAGAR, 3rd STREET ",email: jansiseafood27@gmail.com,30-08-2023,,
,"TONDIARPET, CHENNAI ",,,,
,"600081, Tamil Nadu",,,,
18,JAY JAY SERVICES ,Ph: 09487949415 ,TN1/ME/639/22 05/12/2022 ,Others-Non Edible,
,2C Shakthi Palace ,email: info@jayjayservices.com Web: www.jayjayservices.com,03-04-2023,,
,Jaikrishna Garden ,,,,
,"Thindal-ERODE/638012, Tamil Nadu",,,,
19,KATHIJA IMPEX ,Ph: 7401999666 ,TN1/ME/636/22 25/10/2022 ,Chilled,
,"NO:107/1A1B, INDRA NAGAR, SIVABOOTHAM VILLAGE, ",email: info@kathijaimpex.com Web: www.kathijaimpex.com,24-10-2025,,
,"VANVANAGARAM, ",,,,
,THIRUVALLUR DIST ,,,,
,"CHENNAI-600095, Tamil Nadu",,,,
20,KKP SEA FOODS EXPORTS(PVT )LTD ,Ph: 27487705 ,TN1/ME/352/13 18/12/2013 ,Frozen,
,"No.27,Wooster Nagar, ",email: kkp_exports@rediffmail.com,16-12-2022,,
,"Pudupattinam,Kalpakkam Post, ",,,,
,"Kancheepuram Dist-603102, Tamil Nadu",,,,
21,LS MARINE FOODS ,Ph: 8807033395 ,TN1/ME/622/22 18/04/2022 ,Live other than ornamental fish,Live other than ornamental fish:Crab(live mud crab)
,"FIRST FLOOR NO,1/150, ",email: lsmarinefoods@gmail.com,17-04-2025,,
,"PILLAYAR KOIL STREET, ",,,,
,"INJAMBAKKAM,CHENNAI, ",,,,
,"CHENGALPATTU,TAMIL ",,,,
,"NADU,600115/600115, Tamil Nadu",,,,
22,M.D.M ENTERPRISES ,Ph: 8122204884 ,TN1/ME/613/22 10/01/2022 ,Live other than ornamental fish,Live other than ornamental fish:Crab(Live Blood clam)
,"1ST FLOOR, NO.68/08 MOSQUE JAMATH ",email: mdmenterprisesdevi@gmail.com Web: NA,09-01-2025,,
,"GODOWN STREET,FLOOR ",,,,
,"BAZAR, ",,,,
,"CHENNAI/600001, Tamil Nadu",,,,
23,"M/S. A L M TRADING COMPANY, No.1, Ya Hussain Thaikkal Street, Nagore-611 002.",email: maamoontrd@yahoo.com,TN1/ME/175/07 13/03/2007 ,Others-Non Edible,Others-Non Edible:Operculum of Non-Restricted Species(Sea Shell)
,"Nagapattinam Dist., Tamil Nadu",,31-12-2023,,
24,M/S. LSF SEA FOODS ,Ph: 9962925789 ,TN1/ME/618/22 15/03/2022 ,Chilled,"Chilled:Shrimp Wild(Chilled: Chilled Shrimp prawn,chilled sea tiger)"
,"B2. 5/1, Thiruvenkada Nagar ",email: lsfseafoods@gmail.com Web: www.lsfseafoods.com,14-03-2025,,
,Ambattur ,,,,
,"Kanchipuram,Chennai/600053, Tamil Nadu",,,,
25,"M/S.B M R EXPORTS, ",Ph: 24661082 ,TN1/ME/133/05 05/08/2005 ,Frozen,"Frozen:Shrimp Aquaculture(Raw Head On shell On shrimps,Raw Head less shell on shrimps - Block /IQF,Raw PD Tail On/off shrimps - IQF,Raw Ezpl Shrimps - IQF,Raw stretched PDTO shrimps - Nobashi,Raw Peeled un deveined shrimps -Block,Raw Peeled Deveined Tail Off Shrimps -"
,"Flat S-10, TNHB Complex, 180, Luz Chruch Road MYlapore,Chennai-4., Tamil Nadu",email: bmrexp@gmail.com,02-08-2023,,"Block,Raw Butterfly shrimps - IQF,Cooked PD tail On /off shrimps - IQF,Cooked EZPL shrimps - IQF) "
,,,,,
26,M/S.BLUE MARINE HOUSE PVT LTD ,email: mithun.blumarinehouse.in@gmail.com,TN1/ME/233/09 08/10/2009 ,Chilled,"Chilled:Fish Wild(Chilled: Coral trout , "
,"F1,Skyline Castle ",,04-10-2024,,"Emperor bream,Red mullet , Plain "
,"27,Abdul Razack street, Saidapet Chennai-600 015, Tamil Nadu",,,,"Grouper,,brown spotted Grouper , Red "
,,,,,"Snapper,Job Fish, Silver pomfret, Chilled Shrimp,chilled mahi mahi, chilled yellow fin tuna,seer fish, silver silago, blue crab,parrot fish, ribbon fish, white squid)"
27,M/S.JAI RAMSIKOGUL CORPORATION ,Ph: 0431-2414627 ,TN1/ME/159/06 21/06/2006 ,Others-Non Edible,
,"9-B/1, Birds Road, ",email: jairamsikogu@satyam.net.in,31-12-2024,,
,"Cantonment, ",,,,
,"Trichy-620001., Tamil Nadu",,,,
28,"M/S.K V M EXPORTS (P) LTD 61, Venkatesa Street, ",email: kvmarine@hotmail.com,TN1/ME/098/05 16/03/2005 ,Frozen,Frozen:Shrimp Wild(Head-on Sea White 
,"Chintadripet, ",,14-03-2026,,"Shrimps (Block & IQF) E,Head-on Flower Shrimps (Block & IQF) E,Head-on Sea Tiger Shrimps (Block & IQF) E,Head-Less Sea White Shrimps (Block & IQF),Head-Less Sea Tiger Shrimps (Block & IQF),Head-Less Flower Shrimps (Block & IQF),Head-Less Bamboo Shrimps (Block & IQF),Head-Less Pink Shrimps (Block & IQF),Head-Less "
,"Chennai-600 002, Tamil Nadu",,,,"Brown Shrimps (Block & IQF),Head-Less Poovalan Shrimps (Block & IQF),Head-Less Deep Sea Shrimps (Block & IQF),Head-Less Red Ring Shrimps (Block & IQF),PUD "
,,,,,"White Shirimps (Block & IQF),PUD Flower Shirimps (Block & IQF),PUD Pink Shirimps (Block & IQF),PUD Sea Tiger Shirimps "
,,,,,"(Block & IQF),PUD Poovalan Shirimps "
,,,,,"(Block & IQF),PUD Karikkadi Shirimps "
,,,,,"(Block & IQF),PUD Red Ring Shirimps "
,,,,,"(Block),PUD Deep Sea Shrimps (Block),PD White Shrimps (Block & IQF),PD Flower Shrimps (Block & IQF),PD Sea Tiger "
,,,,,"Shrimps (Block & IQF),PD Pink Shrimps (Block & IQF),PD Brown Shrimps (Block & IQF),PD Shrimps (General) Block,PUD "
,,,,,"Shrimps (General) Block,PD Shrimps Broken (General) Block,PUD Shrimps Broken "
,,,,,(General) Block) 
,,,,,Frozen:Shrimp Aquaculture(Head-on 
,,,,,"Vannamei Shrimps (IQF & Block),Head-on Black Tiger Shrimps (IQF & Block),Head-Less Vannamei Shrimps (IQF & "
,,,,,"Block),Head-Less Black Tiger Shrimps (IQF & Block),PUD Vannamei Shrimps "
,,,,,"(Block),PUD Black Tiger Shrimps "
,,,,,"(Block),PD Vannamei Shrimps (IQF & "
,,,,,"Block),PD Black Tiger Shrimps (IQF & "
,,,,,Block)) 
,,,,,"Frozen:Cuttlefish(Cuttlefish Whole Cleaned (IQF & Block),Cuttlefish Whole Round (IQF & Block),Baby Cuttlefish (IQF & Block)) Frozen:Squid(Squid Whole Cleaned (IQF & Block),Squid Whole Round (IQF & "
,,,,,"Block),Squid Tube (IQF & Block),Squid "
,,,,,"Fillet (IQF & Block),Squid Tentacles (IQF & Block),Thondi Squid Whole Round (IQF & Block),Thondi Squid Whole Cleaned (IQF & Block),Needle Squid,Semi Needle Squid)"
29,"M/S.N N K MARINE EXPORTS, NO.12/29 VP COLONY,NORTH STREET ",Ph: 26740067 ,TN1/ME/152/06 29/03/2006 ,Frozen ,Frozen:Shrimp Wild(FROZEN RAW 
,AYANAVARAM ,email: info@nnkmarine.com,12-03-2024,Chilled,HEALDELSS SHELLON WHITE 
,"Chennai/600023, Tamil Nadu",,,,SHRIMPS) 
,,,,,Frozen:Shrimp Aquaculture(FROZEN RAW HEADLESS SHELLON VANNAMEI 
,,,,,"SHRIMPS BLOCK,FROZEN RAW "
,,,,,HEADON SHELLON VANNAMEI 
,,,,,"SHRIMPS,BLACK TIGER) "
,,,,,Chilled:Fish Wild(CHILLED 
,,,,,"REEFCOD,CHILLED SEER "
,,,,,"FISH,CHILLED POMFRET,CHILLED RED SNAPPER,CHILLED GROUPER,CHILLED ANCHOVY,CHILLED "
,,,,,"MACKEREL,CHILLED SARDINE) "
,,,,,Chilled:Fish Aquaculture(CHILLED 
,,,,,"ROHU,CHILLED SEA BREAM,CHILLED SEA BASS,CHILLED KATLA) "
,,,,,Chilled:Cuttlefish(CHILLED CUTTLEFISH) Chilled:Squid(CHILLED SQUID) 
,,,,,Chilled:Lobster(CHILLED LOBSTER)
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
30,MARK SRI EXPORTS ,Ph: 7010176727 ,TN1/ME/619/22,Live other than ornamental fish,
,"NO:1/298, PERIYAR ROAD 4th CROSS STREET, ",email: marksriexports@gmail.com,,,
,"ENJAMBAKKAM/600115, Tamil Nadu",,,,
31,MNM SEA FOODS ,Ph: 9444050077 ,TN1/ME/474/17 09/02/2017 ,Live other than ornamental fish,Live other than ornamental fish:Crab(Crab(Mud Crab))
,"OLD NO.11/1, NEW NO.25, ",email: mnmseafoods@gmail.com,07-02-2023,,
,VENKATESA GRAMANI ,,,,
,"STREET, CHINTADRIPET, ",,,,
,"CHENNAI/600002, Tamil Nadu",,,,
32,MSA SEA FOODS ,Ph: 8072269431 ,TN1/ME/616/22 23/02/2022 ,Frozen,
,"61/30, ROYES TOWER, KASI GARDEN ",email: msaseafood123@gmail.com Web: www.peterpaulseafood.com,22-02-2025,,
,"2ND STREET, KASIMEDU, ROYAPURAM ",,,,
,"CHENNAI/600013, Tamil Nadu",,,,
33,NATURAL SEAFOOD NETWORK NO 12/14 PADAVETTAMMAN ,Ph: 9940335458 ,TN1/ME/503/17 09/11/2017 ,Live other than ornamental fish,"Live other than ornamental fish:Crab(live mud crab, live baigai)"
,KOIL STREET ,email: naturalseanetcen@gmail.com Web: NA,08-11-2023,,
,CHINTADRIPET ,,,,
,"CHENNAI/600002, Tamil Nadu",,,,
34,NNK MARINE EXPORTS PVT LTD GROUND FLOOR NO.12/29 VP ,Ph: 04426740067 ,TN1/ME/524/18 19/03/2018 ,Frozen ,Frozen:Shrimp Wild(CHILLED 
,COLONY ,email: info@nnkmarine.com Web: www.nnkmarine.com,18-03-2024,Chilled,"SEAWHITE,CHILLED SEA BLACK "
,"NORTH STREET AYANAVARAM CHENNAI/600023, Tamil Nadu",,,,TIGER) 
,,,,,Frozen:Shrimp Aquaculture(FROZEN RAW HEADLESS SHELLON VANNAMEI 
,,,,,"SHRIMPS BLOCK,FROZEN RAW "
,,,,,HEADON SHELLON VANNAMEI 
,,,,,SHRIMPS) 
,,,,,Chilled:Fish Wild(CHILLED 
,,,,,"REEFCOD,CHILLED SEER "
,,,,,"FISH,CHILLED POMFRET,CHILLED RED SNAPPER,CHILLED GROUPER,CHILLED ANCHOVY,CHILLED MACKEREL) "
,,,,,"Chilled:Fish Aquaculture(CHILLED SEA BASS,CHILLED SEA BREAM,CHILLED ROHU,CHILLED KATLA) "
,,,,,Chilled:Shrimp Aquaculture(CHILLED 
,,,,,PRAWNS)
35,OCEAN PEARL EXPORTS ,Ph: 04426650991 ,TN1/ME/526/18 28/03/2018 ,Chilled,
,PRIVATE LIMITED ,email: oceanpearlexports16@gmail.com Web: -,27-03-2024,,
,"Shop No.5, Ground Floor, Alsa ",,,,
,"Tower, ",,,,
,"No.186/187, Poonamalle High Road, Kilpauk, Chennai/600010, Tamil ",,,,
,Nadu,,,,
36,"PEKAYES SEAFOOD EXPORTS NEW No.214, OLD No.104/2, ",Ph: 04425975350 ,TN1/ME/560/19 28/05/2019 ,Frozen ,"Frozen:Cuttlefish(CUTTLE FISH WHOLE CLEANED,CUTTLE FISH WHOLE,BABY CUTTLEFISH WHOLE,CUTTLE FISH ROE) "
,"G.A. ROAD, ",email: pekayesseafood@gmail.com,27-05-2025,Chilled,Frozen:Octopus(OCTOPUS WHOLE 
,"OLD WASHERMANPET/600021, Tamil Nadu",,,,"CLEANED,OCTOPUS WHOLE) "
,,,,,Frozen:Lobster(SAND LOBSTER WHOLE)
37,PONDICHERRY EXPORTS ,Ph: 04132225358 ,TN1/ME/547/18 06/12/2018 ,Others-Non Edible,
,No.56 ,email: pondicherryexports@gmail.com,05-12-2024,,
,Eswaran Koil Street ,,,,
,"Puducherry/605001, Puducherry",,,,
38,R.S.E.SEA FOODS ,Ph: 7200767702 ,TN1/ME/448/16 13/06/2016 ,Live other than ornamental fish,Live other than ornamental fish:Crab(live mud crab)
,"NO:21/43, KALAVAI STREET CHINTADRIPET ",email: rseseafoods7200@gmail.com Web: na,12-06-2025,,
,"CHENNAI/600002, Tamil Nadu",,,,
39,S & S TRADING COMPANY ,Ph: 9840999149 ,TN1/ME/612/21 30/12/2021 ,Frozen,
,"GROUND FLOOR, 45 GIRIAPPA ROAD, ",email: sstradingbaskar@gmail.com,29-12-2024,,
,"T.NAGAR, ",,,,
,"CHENNAI/600017, Tamil Nadu",,,,
40,SHARAN PRIYA SEA FOODS ,Ph: 04428454678 ,TN1/ME/562/19 26/06/2019 ,Live other than ornamental fish,Live other than ornamental fish:Crab(Live Mud Crab)
,"NEW NO.35, OLD NO.15, ",email: priyamoorthy14@gmail.com,25-06-2025,,
,"VENKATESA GRAMANI STREET, CHINTADRIPET-600002, Tamil ",,,,
,Nadu,,,,
41,SK SEA SCAPE PVT LTD ,Ph: 9790067867 ,TN1/ME/609/21 15/11/2021 ,Dried,
,"B1-Green Centaur Apartments, 7A/4, Cenotaph Road, Ist Street, Alwarpet,Chennai-600 018, Tamil Nadu",email: vatsk@yahoo.com,14-11-2024,,
42,"SKY MOON SEA FOODS No:20/77, Venkatesan Street Chintadripet ",Ph: 9444144711 ,TN1/ME/543/18 29/10/2018 ,Live other than ornamental fish,Live other than ornamental fish:Crab(Crab(Mud Crab))
,"600002, Tamil Nadu",email: satheeshck67@gmail.com,28-10-2024,,
““,,,,,
,,,,,
,,,,,
,,,,,
43,"SRI SARAVANA AGENCY NO:11/2,SINGANACHETTY",Ph: 0,TN1/ME/608/21,Live other than ornamental fish,"Live other than ornamental fish:Crab(live mud crab, blood clam,)"
,STREET ,email: ssagency09@gmail.com Web: NIL,03/11/2021 02/11/2024,,
,"1ST LANE, CHINDATRIPET CHENNAI/600002, Tamil Nadu",,,,
44,SRI SRI BALAJI SEA FOOD 164/18 ,Ph: 8939436999 ,TN1/ME/569/19 27/09/2019 ,Live other than ornamental fish,Live other than ornamental fish:Crab(live mud crab)
,"SWAMI NAICKEN STREET CHINTADRIPET/600002, Tamil Nadu",email: srisribalajiseafood@gmail.com,26-09-2025,,
45,STPL IMPEX ,Ph: 9444004737 ,TN1/ME/626/22 22/06/2022 ,Live other than ornamental fish,
,"New No.36, Nainiappa Street, Chintadripet, ",email: stplimpex@gmail.com,21-06-2025,,
,"Chennai-600 002, Tamil Nadu",,,,
46,SULU EXPORTS ,Ph: 04428454014 ,TN1/ME/598/21 29/03/2021 ,Live other than ornamental fish Chilled,
,"NO 16,DHARMARAJA KOIL STREET ",email: info@suluexports.com,28-03-2024,,
,"CHINTADRIPET,CHENNAI 600002, Tamil Nadu",,,,
47,SVM SEA FOODS ,Ph: 9043015932 ,TN1/ME/596/21 17/02/2021 ,Live other than ornamental fish,
,08 BAZAAR STREET ,email: svmseafoods2020@gmail.com,16-02-2024,,
,CHINTADRIPET ,,,,
,"Chennai-600002, Tamil Nadu",,,,
48,SWASTH SEAFOODS ,Ph: 9894672723 ,TN1/ME/627/22 28/06/2022 ,Chilled,
,"42, MOTHILAL STREET, ",email: s_kandaswamy@hotmail.com,27-06-2025,,
,T NAGAR ,,,,
,"CHENNAI/600017, Tamil Nadu",,,,
49,THIRUPATHI THIRUMALA ,Ph: 9840130650 ,TN1/ME/459/16 21/07/2016 ,Live other than ornamental fish,Live other than ornamental fish:Crab(mud crab)
,ENTERPRISES ,email: thamaraimourthi121275@gmail.com Web: NA,20-07-2025,,
,NO: 1/19 ,,,,
,"KVM STREET, CHINTADRIPET CHENNAI/600002, Tamil Nadu",,,,
50,V.R.S.SEA FOODS ,Ph: 04422323139 ,TN1/ME/490/17 24/07/2017 ,Live other than ornamental fish,Live other than ornamental fish:Crab(MUD CRAB)
,OLD NO.14/1 NEW NO.48 ,email: vrsseafoods.2017@gmail.com Web: NIL,23-07-2023,,
,"PARTHASARATHI STREET PULYANTHOPE/600012, Tamil Nadu",,,,
51,"VENKATESWARA SEA FOODS 15/6, SINGANA CHETTY STREET CHINTADRIPET ",Ph: 9789056558 ,TN1/ME/559/19 27/05/2019 ,Live other than ornamental fish,Live other than ornamental fish:Crab(MUD CRAB)
,"/600002, Tamil Nadu",email: ,25-05-2025,,
,,VENKATESHWARASEAFOODS5@GMAIL.COM,,,
52,VINNER MARINE ,Ph: 04442182576 ,TN1/ME/582/20 17/06/2020 ,Frozen,"Frozen:Shrimp Aquaculture(Frozen Headless Shellon Vannamei IQF Shrimp,Frozen "
,"NO.9/5, FLAT NO.S-1 ",email: vinnermarine2019@gmail.com,16-06-2023,,Headless Shellon Vannamei Block 
,"IIND FLOOR, SEETHA NAGAR 1ST STREET ",,,,"Shrimp,Frozen Raw Peeled & Deveined Tail on Vannamei IQF,Frozen Raw Peeled & "
,"NUNGAMBAKKAM, Chennai-600034, Tamil Nadu",,,,"Deveined Tail off Vannamei IQF,Frozen "
,,,,,Headless Shellon Easy Peel Vannamei IQF)
53,VTH EXPORTS ,Ph: 04448502078 ,TN1/ME/537/18 19/09/2018 ,Live other than ornamental fish Chilled,"Live other than ornamental fish:Crab(LIVE MUD CRABS,CHILLED)"
,"E1/82-1, 15TH STREET, ",email: sairagavebr@gmail.com,18-09-2024,,
,"JAGANATHAN SALAI, ",,,,
,"PERIYAR NAGAR, ",,,,
,"CHENNAI/600082, Tamil Nadu",,,,
54,YASH EXPORTS ,Ph: 9500146503 ,TN1/ME/599/21 01/04/2021 ,Dried,Dried:Salted Jelly Fish(SALTED JELLYFISH LEG)
,"NO.B2, RAJALAKSHMI COMPLEX ",email: jothiyeshvi@gmail.com,31-03-2024,,
,"NO.18,CHAMIERS ROAD.",,,,
,"NANDANAM,CHENNAI-600035, Tamil Nadu",,,,
55,AGS MARINE EXPORTS ,Ph: 9444058235 ,TN1/MT/614/22 03/02/2022 ,Chilled,"Chilled:Fish Wild(Grouper:Tomato, Parrot Fish, Anchovy Fish,,Seer Fish,Pearl "
,"NO 47/86, VENKATASA STREET CHINTADARIPET ",email: agsmarineexport@gmail.com,02-02-2025,,"Spot,Emperor Fish,Sardine Fish, Red "
,"CHENNAI/600002, Tamil Nadu",,,,"Snapper,,Mackerel,Silver Pomfret, White Pomfret,Black Pomfret,Coral trout, Sea white prawns,,Sea Tiger prawn,Sea Flower prawns) Chilled:Cuttlefish(Cuttlefish) "
,,,,,Chilled:Squid(Squid)
56,AQUAGENFOOD EXPORTS PVT LTD ,Ph: 9445609259 ,TN1/MT/617/22 14/03/2022 ,Live other than ornamental fish,
,"NO: 20/50, KOYA ARUNAGIRI 1ST STREET ",email: ,13-03-2025,,
,ROYAPETTAH ,AQUAGENFOODEXPORTS@GMAIL.COM,,,
,"CHENNAI 600014/, Tamil Nadu",,,,
,,,,,
,,,,,
,,,,,
,"ARSHA SEAFOOD EXPORTS 4/364, Anna Road, ",Ph: 04443855404 ,TN1/MT/499/17 20/09/2017 ,Frozen,
57,"Palavakkam, ",email: arshaseafoodexports@gmail.com,19-09-2023,,Frozen:Shrimp Aquaculture(FROZEN HLSO VANNAMEI) 
,"Chennai./600041, Tamil Nadu",,,,Frozen:Cuttlefish(FROZEN WHOLE 
,,,,,"CLEANED CUTTLEFISH,FROZEN "
,,,,,WHOLE CLEANED CUTTLEFISH 
,,,,,"IQF,FROZEN CLEANED CUTTLEFISH CUTS IQF,FROZEN CUTTLEFISH "
,,,,,"FILLETS IQF,FROZEN CUTTLEISH"
,,,,,"TENTACLES IQF,FROZEN CHOPPED "
,,,,,"CUTTLEFISH -IQF,FROZEN "
,,,,,"CUTTLEFISH SKEWER IQF,FROZEN "
,,,,,"CUTTLEFISH ROE IQF,FROZEN "
,,,,,"CUTTLEFISH WINGS IQF,FROZEN "
,,,,,"WHOLE CLEANED CUTTLEFISH IQF -IWP,FROZEN WHOLE CLEANED "
,,,,,"CUTTLEFISHIQF-IWP SHRINK WRAP) Frozen:Squid(FROZEN CLEANED SQUID TUBES,FROZEN SQUID TUBES,FROZEN SQUID TENTACLES,FROZEN SQUID "
,,,,,"TUBES & TENTACLES,FROZEN SQUID WHOLE,FROZEN SQUID WHOLE "
,,,,,"IQF,FROZEN STUFFED SQUID "
,,,,,"IQF,FROZEN SQUID CUTS -IQF,FROZEN WHOLE CLEANED SQUIDS,FROZEN CLEANED SQUID CUTS - IQF,FROZEN WHOLE CLEANED SQUIDS (TRAY "
,,,,,PACK)) 
,,,,,Frozen:Octopus(FROZEN CLEANED 
,,,,,"OCTOPUS IQF,FROZEN BABY OCTOPUS BLOCK,FROZEN CLEANED OCTOPUS BLOCK) "
,,,,,Frozen:Lobster(FROZEN SAND LOBSTER IQF-IWP)
58,ASHWATHY GREEN ENTERPRISE PVT LIMITED ,Ph: 09445463344 ,TN1/MT/533/18 14/06/2018 ,Others-Non Edible,Others-Non Edible:Sea Weed (Non-Edible) (Sea weed Fertilizer)
,"No-207, Nageswara Rao ,III ",email: baskaran261964@gmail.com Web: www.go4organics.com,13-06-2024,,
,"cross,Athipet ",,,,
