11,M/S. S.V.R.SEAFOODS EXPORTS PRIVATE LIMITED ,"D.NO.20/340-9-A, C S RAO NAGAR 
REVENUE WARD NO.20 
MACHILIPATNAM, KRISHNA 
DISTRICT./521001, Andhra Pradesh",9848153676,svr13vizag@gmail.com,,"AP6/ME/003/15 28/04/2015 
16/06/2025",Frozen,"Frozen:Shrimp Aquaculture(FROZEN HEADLESS SHELL ON VANNAMEI SHRIMPS,FROZEN SEA CAUGHT PUD SHRIMPS,FROZEN SEA CAUGHT PD SHRIMPS)"
12,SAM AQUA EXPORTS LLP ,"74-25-3/3, BUILDING, 
ASHOK NAGAR, VIJAYAWADA, KRISHNA /520007, Andhra Pradesh",9849218585,samaquaexports@gmail.com,,"AP2/ME/022/22 26/12/2022 
25/12/2025",Frozen,
,,,,,,,,
13,SAMUDRA SEA FOOD EXIM ,"D.NO: 20-2-6 
AYODYA NAGAR ARCH ROAD 
REVENUE WARD-51, 
MUTYALAMPADU/520003, Andhra Pradesh",9014644455,samudrasf.exim@gmail.com,,"AP2/ME/001/21 22/04/2021 
21/04/2024",Frozen,"Frozen:Shrimp Aquaculture(BL HLSO Vannaemi shrimp,IQF PD Tail On vannaemi sh)"
14,SATISH MARINE EXIM PRIVATE LIMITED D.NO 8-2-20/1 ,"BHIMAVARI STREET 
BAPATLA/522101, Andhra Pradesh",9502676666,md@satishmarineexim.com,,"AP6/ME/108/20 23/12/2020 
22/12/2023",Frozen,"Frozen:Shrimp Aquaculture(FROZEN RAW HEADLESS SHELLON VANNAMEI SHRIMPS BLOCK,FROZEN RAW HEADLESS SHELLON VANNAMEI SHRIMPS IQF,FROZEN RAW PEELED & DEVEINED SHRIMPS BLOCK,FROZEN RAW PEELED & DEVEINED SHRIMPS IQF,FROZEN RAW PEELED & DEVEINED TAIL ON SHRIMPS IQF,FROZEN RAW EASY PEEL DEVEINED TAIL ON SHRIMPS IQF,FROZEN RAW HEAD ON SHELL ON SHRIMPS IQF,FROZEN RAW HEAD ON SHELL ON VANNAMEI SHRIMPS IQF)"
15,SHREE VIJAY AQUA FEEDS PRIVATE LIMITED ,"D.NO,54-15-1/2D,2ND FLOOR,SRISURYA PREMIER COMPLEX 
VETERNARY COLONY 
VIJAYAWADA/520008, Andhra Pradesh",8662495471,office.vijayaqua@gmail.com,,"AP6/ME/083/19 12/07/2019 
11/07/2025",Frozen,"Frozen:Shrimp 
Aquaculture(HLSOBLOCK,HLSOIQF,PDTOIQF,PDIQF,PDCUTDEVEINED,PDBL)"
16,SHREEYAAN MARINE EXPORTS PRIVATE LIMITED ,"D-NO-5-14, NAVALAKULAGARDENS, 
ASHOK NAGAR 
STONEHOUSE PET, 
/524002, Andhra Pradesh",8310269077,shreeyaanmarineexports@gmail.c,,"AP2/ME/017/22 30/05/2022 
29/05/2025",Frozen,"Frozen:Shrimp Aquaculture(Vannamei,Black Tiger)"
17,SIVA SAI EXPORTS ,"D.No 5-60-2/15 
4/2, ASHOK NAGAR 
GUNTUR/522002, Andhra Pradesh",9849139452,sivasaiexports@yahoo.com,,"AP2/ME/002/21 02/07/2021 
01/07/2024",Frozen,"Frozen:Shrimp Aquaculture(RAW HEADLESS SHELL ON BLOCK FROZEN VANNAMEI SHRIMP,RAW FRESH FROZEN FARM RAISED VANNAMEI HEADLESS SHE,RAW FRESH FROZEN FARM RAISED VANNAMEI PEELED AND D)"
18,SIVA SAI MARINE ,"3-29-23 4TH FLOOR FLAT NO T2A 
GOPIKRISHNA RESIDENCY BESIDE PARK KRISHNA NAGAR, GUNTUR/522006, Andhra Pradesh",9849139452,dareddynarendra@gmail.com,NA,"AP6/ME/084/19 14/08/2019 
13/08/2025",Frozen,"Frozen:Shrimp Aquaculture(RAW HEADLESS SHELL ON BLOCK FROZEN VANNAMEI SHRIMP,RAW FRESH FROZEN FARM RAISED VANNAMEI HEADLESS SHE,RAW FRESH FROZEN FARM RAISED VANNAMEI PEELED AND D)"
19,"SRI SRI SEAFOODS PRIVATE LIMITED D.NO 32-13-53/17, 5th FLOOR, KVR ","COMPLEX 
MOGHALRAJPURAM, VIJAYAWADA 520010, Andhra Pradesh",8885557555,sri@sriseafoods.com,www.sriseafoods.com,"AP2/ME/021/22 01/11/2022 
31/10/2025",Frozen,
20,SSR SEA FOODS ,"1-27-18/5,BALASAINAGAR, 
REVENUE WARD-1 
CHIRALA/523155, Andhra Pradesh",7416446494,surendrababu4433@gmail.com,,"AP2/ME/005/21 26/08/2021 
25/08/2024",Chilled,"Chilled:Fish Aquaculture(CHILLED FISH WILD CAUGHT GROUPER,CHILLED FISH WILD CAUGHT WHITE POMFRET,CHILLED FISH WILD CAUGHT NETHILI,,CHILLED FISH WILD CAUGHT ROHU,CHILLED WILD CAUGHT BLACK TIGER PRAWNS,CHILLED FISH WILD CAUGHT PUNGUS)"
21,VKR TRADERS ,"FLAT NO 310, GCR CROSS WINDS APARTMENT 
LINGESWARA NAGAR 
TIRUPATI/517501, Andhra Pradesh",9700726406,ravillaharibabu@gmail.com,vkrtraders.in,"TN1/ME/573/19 14/11/2019 
13/11/2025","Live other than 
ornamental fish 
Chilled","Chilled:Fish Aquaculture(CHILLED FISH WILD CAUGHT GROUPER,CHILLED FISH WILD CAUGHT WHITE POMFRET,CHILLED FISH WILD CAUGHT NETHILI,CHILLED FISH WILD CAUGHT ROHU,CHILLED WILD CAUGHT BLACK TIGER PRAWNS,CHILLED FISH WILD CAUGHT PUNGUS)"
22,AKARSH EXIM ,"2-7C,A.KONDURU VILLAGE,A.KONDURU MANDAL, 
48-15-
16A,NAGARJUNANAGAR,VIJAYAWADA,AP.
521226, Andhra Pradesh",8008525195,kumardamera246@gmail.com,,"AP6/MT/060/17 10/11/2017 
09/11/2023",Dried,Dried:Salted Jelly Fish(salted jelly fish)
23,ALPHA MARINE ,"D No. 27-4-319, 
8th CROSS ROAD, RAMJI NAGAR, NELLORE/524002, Andhra Pradesh",9167084455,ansuman@alphamarine.co.in,,"TN1/MT/457/16 01/07/2016 
30/06/2025",Frozen Chilled,"Frozen:Shrimp Aquaculture(FROZEN RAW HLSO BLOCK,FROZEN RAW PDTO IQF,FROZEN RAW PD IQF,FROZEN RAW PDTO BLOCK,FROZEN RAW PD BLOCK,FROZEN RAW PUD IQF,FROZEN RAW HLSO EZPL IQF,FROZEN RAW PD BUTTERFLY TAIL OFF IQF,FROZEN RAW HLSO IQF,FROZEN RAW PVPD BLOCK,FROZEN RAW PULLED(PIN DEVEINED) BLOCK)"
24,"ANDHRA MEDI PHARMA INDIA PVT LTD Sy.No.263,Veeravalli Village ","Bapulapadu Mandal 
/521110, Andhra Pradesh",9640957777,qa@ampil.in,www.ampil.in,"AP6/MT/046/16 01/04/2016 
29/03/2025",Dried,"Dried:Prawn Feed (Non- Edible)(Glucosamine Hydrochloride,Glucosamine Sulfate Potassium Chloride)"
25,ANJANEYA SEA FOODS ,"37-1-406(14), SECOND LANE 
BHAGYANAGAR 
ONGOLE 523001, Andhra Pradesh",08592-233545,,,"TN1/MT/403/15 01/04/2015 
02/01/2026",Frozen,"Frozen:Shrimp Aquaculture(FROZEN RAW HLSO BLOCK,FROZEN RAW HLSO IQF,FROZEN RAW PDTO IQF,FROZEN RAW PD IQF,FROZEN RAW PUD BLOCK,FROZEN RAW PUD IQF,FROZEN RAW HLSO EZPL IQF,FROZEN RAW HOSO IQF,FROZEN RAW HOSO BLOCK,FROZEN RAW HOSO TRAY PACK)"
26,APARNA MARINE EXPORTS ,"SURVEY NO: 387-3A1, 387-4, 389/2, DAMMANAVARIPALEM PANCHAYAT, KARLAPALEM MANDAL, 
BAPATLA/522111, Andhra Pradesh",9502676666,qalabaparnamarine@gmail.com,,"AP2/MT/016/22 12/05/2022 
11/05/2025",Frozen,"Frozen:Shrimp Aquaculture(FROZEN RAW HEADLESS SHELLON VANNAMEI SHRIMPS BLOCK,FROZEN RAW HEADLESS SHELLON VANNAMEI SHRIMPS IQF,FROZEN RAW PEELED & DEVEINED SHRIMPS BLOCK,FROZEN RAW PEELED & DEVEINED SHRIMPS IQF,FROZEN RAW PEELED & DEVEINED TAIL ON SHRIMPS IQF,FROZEN RAW EASY PEEL DEVEINED TAIL ON SHRIMPS IQF,FROZEN RAW HEAD ON SHELL ON SHRIMPS IQF,FROZEN RAW HEAD ON SHELL ON VANNAMEI SHRIMPS IQF)"
27,"COFOODS PROCESSORS PRIVATE LIMITED 456/2,3,4,457/4F, 458/1,2,3,4,5,6,460/1,2 & ","462/1 
GUDIWADA ROAD, AARUGOLANU 
VILLAGE, 
BAPULAPADU MANDAL, KRISHNA 
DISTRICT,/521106, Andhra Pradesh",9848105471,bkmaqua@gmail.com,,"AP2/MT/006/21 29/10/2021 
28/10/2024",Frozen,"Frozen:Shrimp 
Aquaculture(HLSOBLOCK,HLSOIQF,PDTOIQF,PDIQF,PDCUTDEVEINED,PDBL)"
28,CRYSTAL SEA FOODS PVT. LTD ,"Sr.No233/3B,234/2,261/1B&3A 
Challareddy Palem, Nayanipalli, Vetapalam Mondal 
Prakasam Dist.Pin. 523187., Andhra Pradesh",08594-246663,crystalseafoodspltd@gmail.com,,"TN1/MT/396/15 25/03/2015 
24/03/2024",Frozen,"Frozen:Shrimp Aquaculture(Frozen pd vannamei shrimps Iqf,Frozen pdto vannamei shrimps IQF,Frozen pud vannamei shrimps IQF,Frozen Hlso vannamei shrimps IQF,Frozen Hlso vannamei shrimps block)"
29,DWARAKA SEAFOODS ,"SYNO.265&267, BATLAMACHAVARAM 
SIVARU, MADDULUR VILLAGE, 
SANTHANUTHALAPADU MANDAL/523225, Andhra Pradesh",9.19494E+11,dwarakaseafoods@gmail.com,,"AP2/MT/008/21 23/12/2021 
22/12/2024",Frozen,"Frozen:Shrimp Aquaculture(IQF FROZEN AQUACULTURE SHRIMPS,BLOCK FROZEN AQUACULTURE SHRIMPS)"
,,,,,,,,"	"
30,FEDORA SEA FOODS PRIVATE LIMITED 16-08-201 ,"RAMALINGAPURAM 
NELLORE/524003, Andhra Pradesh",9849048775,fedoraprocessing@gmail.com,,"AP2/MT/014/22 13/04/2022 
12/04/2025",Frozen,"Frozen:Shrimp Aquaculture(Raw Vannamei Head on Shell on IQF,Raw Vannamei Headless Shell on IQF,Raw Vannamei Peeled Deveined IQF,Raw Vannamei Peeled Deveined Block,Raw Vannamei Peeled Deveined Tail on Block,Raw Vannamei Peeled Deveined Tail on IQF,Raw Vannamei Pindevined Tail off Block,Raw Vannamei Pindevined Tail off IQF,Raw Vannamei Pindevined Tail on Block,Raw Vannamei Pindevined Tail on IQF,Raw Vannamei Easy Peel IQF,Raw Vannamei Peeled 
undeveined Block,Raw Black Tiger Head on Shell On IQF,Raw Black Tiger Easy Peel IQF)"
31,GROWEL FEEDS PRIVATE LIMITED ,"SY NO.57 & 58, 
CHEVURU VILLAGE,SRIHARIPURAM PANCHAYAT 
SINGARAYAPALEM POST,MUDINEPALLI MANDAL/521329, Andhra Pradesh",8677283435,MIS.FINANCE@GROWELFEEDS.COM,WWW.GROWELGROUP.COM,"AP6/MT/097/20 08/06/2020 
07/06/2023",Dried,Dried:Fish Feed (Non-Edible)(Prawn Feed(Non-Edible))
32,GROWEL PROCESSORS PVT. LTD.,"S.No.8/6, SINGARAYAPALEM (V) MULINEPALLI (M), KRISHNA DIST.
ANDHRA PRADESH/521329, Andhra Pradesh",8677283555,qc.dm@growelprocessors.com,,"AP6/MT/036/15 20/07/2015 
18/07/2024",Frozen Chilled,"Frozen:Shrimp Aquaculture(Frozen Headon Shellon Vannamei Shrimps-IQF,Frozen Headon Shell on Vannamei Shrimps -BLOCK,Frozen HLSO Vannamei Shrimps -IQF,Frozen HLSO Vannamei Shrimps -BLOCK,Frozen HLSO EZPL Vannamei Shrimps - IQF,Frozen HLSO EZPL Vannamei Shrimps - BLOCK,Frozen PD 
Vannamei Shrimps - IQF,Frozen PD Vannamei Shrimps - BLOCK,Frozen PDTO Vannamei Shrimps - BLOCK,Frozen PDTO Vannamei Shrimps - IQF,Frozen PUD Vannamei Shrimps -BLOCK,Frozen PUD Vannamei Shrimps -IQF,Frozen Pulled vein (PVPD) Vannamei Shrimps -BLOCK,Frozen Pulled vein (PVPD) Vannamei Shrimps -IQF,Frozen PDTO Bufferfly 70% CUT Vannamei shrimps-IQF,Frozen PDTO 
Bufferfly 90% CUT Vannamei shrimps-IQF,Frozen Pulled vein (PVPTO) Vannamei Shrimps -IQF)"
33,KUSAL SRINIVAS ENTERPRISES ,"Plot No. 212, Auto Nagar, 
Pothepalli Panchayath, Pothepalli Village, 
Machilipatnam Mandal, Krishna District-521002, Andhra Pradesh",9505889949,kusalasrinivasakadali@gmail.com,,"AP6/MT/033/15 25/05/2015 
26/01/2024","Live other than 
ornamental fish",
34,M/S SRIKANTH INTERNATIONAL PRIVATE LIMITED ,"SOMESWARAM (V) 
ALAPADU (P.O), KAIKALURU (M) 
KRISHNA DISTRICT-521 340/521340, Andhra Pradesh",08677-287477,srikanthinternational@gmail.com,,"AP6/MT/014/15 28/04/2015 
04/07/2021",Frozen Chilled,"Frozen:Shrimp Aquaculture(FROZEN HEADLESS SHELLON BLOCK,FROZEN PD BLOCK,FROZEN PDTO BLOCK,FROZEN PVPD BLOCK,FROZEN PUD BLOCK,FROZEN HEADON BLOCK,FROZEN HEADLESS SHELLON 
IQF,FROZEN PD IQF,FROZEN PDTO IQF,FROZEN EASYPEEL IQF,FROZEN BUTTERFLY IQF,FROZEN PUD IQF,FROZN HEADON IQF,FROZN BLACHED PD IQF,FROZEN BLANCHED PDTO IQF)"
35,M/S. BMR INDUSTRIES PRIVATE LIMITED DAMAVARAM VILLAGE ,"DAGADARTHI MANDAL 
SPSR NELLORE - 524 152, Andhra Pradesh",4424670733,bmrindustries2014@gmail.com,,"TN1/MT/406/15 01/04/2015 
26/10/2023","Frozen Others-Non 
Edible","Frozen:Shrimp Aquaculture(Raw Frozen Head on Shell on Vannamei shrimps -IQF,RawHead Less shell on shrimps- Block /IQF,RawPeeled DeveinedTail On/off Vannamei shrimps-IQF,Raw Ezpl Vannamei shrimps - IQF,Raw Frozen PD tail off vannamei shrimps Block,Cooked PD Tail On /off Vannamei shrimps - IQF,Cooked EZpl vannamei shrimps - IQF,Raw peeled un Deveined shrimps - Block,Raw Streched vannamei shrimps - Nobashi,Raw butterfly shrimps - IQF) 
Others-Non Edible:Shrimp Seed(LITOPENEAUS VANNAMEI)"
36,M/S. MUNNANGI SEA FOODS PVT. LTD.,"ZARUGUMALLI VILLAGE 
ZARUGUMALLI MANDAL 
PRAKASAM DIST - 523276, Andhra Pradesh",9642927333,munnangiseafoods@gmail.com,,"TN1/MT/402/15 01/04/2015 
10/09/2025",Frozen Chilled,"Frozen:Shrimp Aquaculture(IQF-PD Vannamei,IQF-PDTO VANNAMEI,IQF-HLSO EASY PEEL VANNAMEI,IQF-COOKED PD VANNAMEI,IQF-COOKED PDTO VANNAMEI,IQF-HLSO EASY PEEL BLACK TIGER,IQF-BROKEN 
VANNAMEI,HLSO-BLOCK VANNAMEI,PVPD-BLOCK VANNAMEI,IQF-HL BLACK TIGER,PUD-BLOCK VANNAMEI,HOSO-SEMI IQF VANNAMEI,PD-BLOCK VANNAMEI)"
37,M/S. ROYALE MARINE IMPEX PVT.,"LIMITED 
98A TULASI NAGAR 
STREET,KAVURIVARPALEM CHIRALA MANDAL 
/523166, Andhra Pradesh",9849815566,royalemarineimpex@gmail.com,royalemarineimpex.com,"TN1/MT/404/15 01/04/2015 
29/10/2023",Frozen,"Frozen:Shrimp Aquaculture(HLSO VANNAMEI,HOSO VANNAMEI,PD 
VANNAMEI,PDTO VANNAMEI,EZPL VANNAMEI,BUTTERFLY 
VANNAMEI,HOSO BLACK TIGER,HLSO BLACK TIGER,PD BLACK TIGER,EZPL BLACK TIGER,PDTO BLACK TIGER,BUTTERFLY BLACK TIGER,COOKED PD VANNAMEI,COOKED PDTO VANNAMEI,COOKED PD BLACK TIGER,COOKED PDTO BLACK TIGER)"
38,OCEANIC OUT SOURCINGS ,"D.NO.46-1-M-1-9, 
ADITYA NAGAR, A, CAMP, 
KURNOOL - 518 001., Andhra Pradesh",,munnabai73@gmail.com,,"TN1/MT/407/15 01/04/2015 
26/06/2025",Dried,Dried:Salted Jelly Fish(SALTED JELLYFISH)
39,SHARAT INDUSTRIES LTD ,"VENKANNA PALEM 
THOPATAPPALLI GUDUR MANDAL NELLORE 524 002, Andhra Pradesh",28344857,saratnlr@hotmail.com,,"TN1/MT/405/15 01/04/2015 
22/01/2026",Frozen,"Frozen:Shrimp Aquaculture(Raw HLSO Block,Raw HLSO IQF,Raw HL EZPL IQF,Raw PDTO Block,Raw PDTO IQF,Raw PUD Block,Raw PUD IQF,Raw PVPD IQF,Raw PVPD Block,Raw PD Block,Raw PD IQF,Raw HOSO Semi IQF,Blanched PDTO IQF,Blanched PD IQF,Cooked PUD IQF,Cooked PD IQF,Cooked PDTO IQF,Cooked HL EZPL IQF,Raw PDTO Butterfly IQF,Raw PD Butterfly IQF)"
40,"SOUTHERN TROPICAL FOODS PVT. LTD. FLAT NO.4, SIVALEELA APARTMENTS, 3/2, ASHOK NAGAR, ","GUNTUR, 522001, Andhra Pradesh",9949906369,kartheekyarlagadda@gmail.com,,"AP6/MT/043/16 08/02/2016 
07/02/2025",Frozen,"Frozen:Shrimp Aquaculture(Raw Frozen Peeled And Deveined Tail Off Vannamei S,Raw Frozen Peeled And Deveined Tail On Vannamei Sh,Raw Frozen Peeled And Deveined Tail On Butterfly C,Raw Frozen Peeled And Deveined Vannamei Shrimps-IQ,Cooked Frozen Peeled And Deveined Tail On Vannamei,Cooked Frozen Peeled And Deveined Tail Of Vannamei,Raw Frozen Headless Shellon Easy Peel Vannamei Shr)"
41,SREE LALITHAA MARINES ,"SURVEY No.678 & 679, 598/4, 
K. BITRAGUNTA, JARUGUMALLI 
(MANDAL) 
PRAKASAM DISTRICT-523 103, Andhra Pradesh",9640130733,sreelalithaamarines@gmail.com,,"TN1/MT/401/15 01/04/2015 
14/07/2024",Frozen Chilled,"Frozen:Shrimp Aquaculture(BLOCK FROZEN HLSO VANNAMEI,BLOCK 
FROZEN PUD VANNAMEI,BLOCK FROZEN PD VANNAMEI,BLAST 
FREEZERING SEA CAUGHT INDIA MACKERAL,BLAST FREEZERING SEA CAUGHT RIBBON FISH,CHILLED HOSO VANNAMEI,CHILLED HOSO BLACK TIGER,BLOCK FROZEN HLSO BLACK TIGER,BLOCK FROZEN PUD BLACK TIGER,BLOCK FROZEN PD BLACK TIGER,BLOCK FROZEN HOSO 
VANNAMEI,SEMI IQF FROZEN HOSO VANNAMEI,SEMI IQF FROZEN HOSO BLACK TIGER,BLOCK FROZEN HOSO BLACK TIGER,BLOCK FROZEN SEA CAUGHT SHRIMPS)"
42,THE WATERBASE LTD.,"HSC NO.176, TP GUDUR 
MANDAL,ANANTHAPURAM VLGE, SRIPOTTI SRIRAMULU NELLORE 
SPSR NELLORE/524344, Andhra Pradesh",+91 7680977123,info@waterbaseindia.com,www.waterbaseindia.com,"TN1/MT/028/04 29/12/2004 
29/10/2025",Frozen,"Frozen:Shrimp Aquaculture(Head on Vannamei shrimps,Headless Shell on Block,Headless Shell on IQF,PD Tail On IQF,PD IQF,PUD Tail ON,Pulled Vein PD,PUD Block,Easy Peel IQF,Butterfly Tailon)"
43,ALPHA MARINE ,"D NO. 27-4-319 
8TH CROSS ROAD, RAMJI NAGAR NELLORE ANDHRA PRADESH/524002, Andhra Pradesh",9966949488,qc@alphamarine.co.in,,"AP2/RX/018/22 19/07/2022 
18/07/2025",Frozen,"Frozen:Shrimp Aquaculture(FROZEN RAW HLSO BLOCK,FROZEN RAW PDTO IQF,FROZEN RAW PD IQF,FROZEN RAW PDTO BLOCK,FROZEN RAW PD BLOCK,FROZEN RAW PUD IQF,FROZEN RAW HLSO EZPL IQF,FROZEN RAW PD BUTTERFLY TAIL OFF IQF,FROZEN RAW HLSO IQF,FROZEN RAW PVPD BLOCK,FROZEN RAW PULLED(PIN DEVEINED) BLOCK)"
"44
",HIGHCARE MARINE FOODS EXPORTS PRIVATE LIMITED ,"D.NO. 28/2/1372, SRINIVASA NAGAR, MYPADU ROAD, 
NELLORE - 524 002 ANDHRA PRADESH,INDIA
/524002, Andhra Pradesh
",9652272299,highcaemarinefoodsexports@gmai,,"AP2/RX/004/21 13/08/2021 
12/08/2024
","Frozen
","Frozen:Shrimp Aquaculture(FROZEN RAW VANNAMEI PD SHRIMPS G2,RAW FROZEN HEADLESS SHELLON VANNAMEISHRIMPSBLOCKG1,FROZEN RAW HEADLESS SHELL ON VANNAMEI SHRIMPS-G1,FROZEN RAW 
VANNAMEI SHRIMP ( HEAD-LESS SHELL-ON),FROZEN RAW PD 
SHRIMPS,RAW FROZEN HEADLESS SHELLON VANNAMEI SHRIMPS 
BLOCK,RAW FROZEN HEADLESS SHELL ON VANNAMEI SHRIMPS,FROZEN 
RAW HEADLESS SHELL ON VANNAMEI SHRIMPS - G2,RAW FROZEN
HEADLESS SHELL ON VANNAMEI SHRIMPS -G1)
	"
 ,,,,,,,,
45,ROYALE MARINE IMPEX PVT. LTD.,"98 A Tulasi Nagar 
Kavurivaripalem 
Chirala Mandal/523166, Andhra Pradesh",7680903350,stalin@royalemarineimpex.com,www.royalemarineimpex.com,"AP2/RX/015/22 06/05/2022 
05/05/2025",Frozen,"Frozen:Shrimp Aquaculture(HLSO VANNAMEI,HOSO VANNAMEI,PD 
VANNAMEI,PDTO VANNAMEI,EZPL VANNAMEI,BUTTERFLY VANNAMEI)"
